AOD,cummulative_cr_amount,cummulative_dr_amount,channel,output
22,62149,7586,1,0
39,31092,93175,0,0
21,48638,53853,1,0
30,56980,80342,1,0
29,73146,61062,1,1
39,55218,71866,0,0
35,67629,30377,1,0
20,87717,94325,0,0
30,31591,14156,1,0
26,72499,64081,0,0
27,9863,37761,0,0
26,78045,39265,1,0
30,79307,92815,1,0
34,99530,96124,1,0
36,13811,44755,0,0
20,75646,15030,0,0
29,84348,7585,1,0
25,8420,92974,1,0
40,22053,64906,0,0
31,39591,54486,0,0
27,16467,71351,1,0
20,88510,64698,0,0
40,29591,62666,1,0
33,64998,97276,0,0
31,77460,27377,1,0
25,68525,52793,0,0
34,92280,6518,1,0
34,54891,8031,0,0
27,52929,6532,1,0
37,53651,98606,0,0
34,60424,65994,1,0
37,83150,13559,1,0
23,72134,95270,1,1
34,15140,14305,1,0
25,20119,70067,1,0
21,92997,64826,0,0
29,18993,60770,1,0
37,99626,31582,0,0
30,15358,21997,0,0
26,18684,80721,0,0
36,98912,44612,1,0
33,76103,97135,1,0
30,57750,67706,1,0
26,72382,55043,1,1
37,16597,61512,0,0
35,54348,75146,0,0
40,78979,95818,0,0
33,72425,71836,0,0
25,14158,98472,1,0
26,48549,72876,1,0
24,17758,97826,1,0
26,48895,94362,0,0
32,93026,28991,1,0
31,18187,6547,1,0
36,92954,55250,0,0
36,75945,74869,1,0
30,79136,82507,1,0
37,68755,82261,1,0
34,23985,96737,1,0
24,13761,20151,0,0
26,84601,80281,0,0
21,80515,64728,0,0
26,15953,63074,1,0
24,50953,70175,1,1
24,11505,67390,0,0
26,63555,30197,1,0
28,78844,46976,0,0
20,23012,52156,1,0
30,14156,37744,0,0
30,41160,29259,1,0
37,83570,40282,1,0
26,33078,90342,0,0
24,26092,95259,0,0
24,31822,68149,1,0
30,91594,57032,1,0
22,80939,95497,1,1
32,99861,25854,0,0
31,81341,39412,1,0
39,79130,45082,0,0
34,17723,88850,1,0
30,32810,54201,0,0
40,86116,90557,0,0
33,52155,66781,1,0
26,56298,21167,1,0
26,77302,63073,0,0
24,23273,33957,0,0
33,20034,56334,0,0
25,39957,71129,0,0
25,7662,51143,0,0
40,55702,91078,0,0
36,13632,62279,0,0
33,40217,50461,1,0
30,20950,48185,1,0
32,30731,11389,0,0
35,40920,25064,1,0
25,61437,28885,0,0
31,25341,87032,0,0
21,1287,3476,0,0
26,76003,11602,0,0
32,34353,3757,0,0
37,36234,55078,0,0
23,80552,19426,1,0
30,18050,26836,0,0
29,64844,99624,1,1
32,63458,16438,1,0
29,71722,65339,0,0
37,86689,17070,1,0
32,81377,37667,1,0
30,67394,48024,0,0
38,98232,79487,1,0
36,24104,13976,1,0
33,26332,59588,0,0
20,40449,42259,1,0
40,8620,97368,0,0
28,46668,62329,0,0
35,83653,95506,0,0
38,37651,46163,0,0
23,81075,80719,1,1
20,53154,75590,0,0
36,94394,51597,1,0
27,5163,47895,0,0
24,61413,40399,1,1
35,78531,2404,0,0
27,49894,16713,0,0
26,83055,18401,0,0
22,36781,8365,1,0
40,9346,57123,1,0
37,73800,41833,0,0
36,70802,16922,1,0
26,46628,95958,1,0
30,39930,60762,0,0
24,72148,13723,0,0
25,65782,35221,1,0
38,89809,62132,1,0
40,88245,46881,1,0
31,78240,44499,0,0
34,24548,59807,1,0
25,83298,49250,1,1
37,6505,34581,0,0
23,71889,39996,1,0
26,76662,28316,0,0
33,97747,69959,1,0
24,28771,27072,1,0
22,36797,83163,0,0
31,82052,27479,1,0
38,77446,2586,1,0
23,87852,39056,1,0
31,52262,38618,1,0
20,60313,42617,1,1
23,89828,62003,0,0
30,11090,72142,1,0
30,78056,4472,0,0
25,17311,19370,1,0
34,65035,71112,1,0
38,96028,74749,0,0
37,35230,4564,1,0
30,46168,71789,0,0
27,20203,62049,0,0
24,74661,42138,1,1
37,81381,21844,0,0
32,93883,2671,0,0
20,84863,82885,1,1
34,59762,63627,0,0
21,67973,66254,1,1
23,29039,47145,0,0
39,1938,11619,0,0
39,37010,82676,0,0
23,36225,76950,0,0
30,10808,90007,0,0
29,73612,74910,0,0
39,18802,20987,1,0
28,58796,10828,1,0
33,15853,39026,1,0
31,48118,48361,1,0
38,85634,96175,0,0
31,36633,5496,0,0
38,26452,10836,0,0
39,68967,64803,0,0
30,96496,17186,0,0
39,83505,17740,0,0
37,21358,42504,1,0
23,35011,97724,0,0
30,21235,62391,1,0
27,20120,46693,0,0
33,51476,5245,0,0
31,47889,53371,1,0
31,59321,21360,1,0
40,53030,83619,0,0
27,36208,5428,0,0
23,93811,65851,0,0
24,12758,5601,1,0
26,94094,50460,1,1
27,29995,86871,1,0
26,51165,48245,1,1
20,71959,21199,1,0
34,2270,34373,1,0
22,17781,85024,1,0
31,44573,47179,0,0
31,18742,57449,1,0
31,8237,41088,0,0
37,2796,81742,0,0
34,22394,27612,1,0
35,19948,46851,1,0
28,66676,54848,0,0
36,25676,72195,1,0
36,29612,86009,1,0
37,23515,59933,1,0
26,20373,29826,0,0
22,43013,66430,0,0
36,1594,53036,1,0
26,66236,45257,0,0
21,9349,34154,0,0
31,90927,25153,0,0
34,16256,18809,1,0
34,9110,49939,1,0
22,84202,11397,1,0
27,75735,84640,1,1
34,56992,74235,0,0
21,71937,84421,0,0
22,42738,56177,0,0
40,66077,46563,1,0
26,54242,47854,1,1
23,44837,81512,0,0
37,79990,77046,0,0
35,55507,4716,1,0
32,54697,46711,0,0
24,30791,62576,1,0
37,1156,45766,1,0
26,72263,25667,1,0
36,42559,37412,0,0
27,51660,44763,1,1
33,54209,95548,0,0
40,71623,85720,0,0
29,32614,17033,1,0
27,70972,90588,0,0
40,92284,40225,1,0
37,82608,77417,0,0
31,82687,31963,1,0
36,93631,31286,1,0
22,79184,12374,1,0
23,7780,2083,0,0
38,95700,92154,1,0
26,56507,75019,0,0
36,19522,55250,1,0
37,89611,2683,1,0
40,61303,80724,1,0
38,49499,93874,0,0
32,3791,67276,0,0
28,22616,93800,0,0
34,52449,78442,0,0
33,62695,34146,0,0
38,59496,49914,0,0
27,48480,72653,0,0
29,97282,40859,0,0
40,28623,80413,0,0
29,99021,73368,0,0
20,28610,63538,0,0
36,20307,46844,0,0
32,45359,65648,1,0
28,91628,37348,1,0
32,10016,76123,0,0
21,98808,53134,1,1
35,56700,7817,0,0
23,31644,17118,1,0
32,38829,14197,0,0
27,18803,75993,1,0
31,13213,11167,0,0
24,3370,65220,0,0
29,44441,94200,1,0
28,70787,42307,1,1
33,86586,9485,1,0
31,17166,96891,0,0
31,98070,59907,0,0
20,6143,23110,0,0
39,96909,43089,1,0
37,92793,92155,0,0
34,37520,60602,0,0
39,48060,29679,0,0
22,58002,44654,0,0
20,42711,59631,0,0
38,15937,74571,0,0
22,78703,91499,0,0
29,15546,34509,0,0
23,76071,22241,1,0
20,24766,26280,1,0
36,56094,46194,0,0
31,25614,91532,1,0
40,2700,13048,1,0
38,41398,72830,0,0
27,56702,37578,1,0
34,60124,33068,1,0
33,84487,58832,0,0
21,89252,44656,0,0
38,50350,38222,0,0
32,16541,18720,0,0
38,40677,23435,1,0
40,44730,53698,0,0
21,8502,83245,1,0
34,66273,97234,0,0
27,76614,22087,0,0
27,40803,1671,0,0
30,21594,97849,1,0
20,60089,15876,0,0
35,77719,27206,0,0
24,27342,87038,1,0
27,95347,84557,0,0
38,97208,52181,1,0
20,51974,60022,0,0
22,79668,77726,1,1
33,22823,64158,1,0
29,81939,46440,0,0
30,25988,40329,0,0
20,79299,20714,0,0
35,86436,91981,1,0
24,67254,39482,1,0
22,5407,40226,1,0
31,81121,15058,1,0
34,33470,96473,0,0
37,17664,26291,0,0
25,73810,77261,1,1
39,5664,70101,0,0
32,81647,6799,0,0
28,96202,74999,1,1
37,47517,31178,1,0
32,11755,63511,1,0
39,4119,27450,0,0
40,62618,27399,1,0
26,12012,50956,1,0
37,14613,12749,1,0
31,72078,16598,0,0
29,14768,3018,0,0
28,77450,6531,1,0
26,4761,32604,1,0
20,82436,87052,1,1
23,14003,71526,1,0
35,64032,15461,1,0
30,19832,92484,0,0
38,84626,21450,0,0
36,42661,82366,0,0
38,76786,73650,0,0
32,55354,54960,0,0
38,78991,44537,0,0
33,66470,22380,1,0
37,20975,53597,1,0
27,30530,11821,1,0
38,91505,13932,0,0
39,61238,86820,1,0
39,73745,79189,1,0
29,23770,65265,0,0
28,4392,80553,0,0
39,36439,4259,1,0
28,47977,71026,0,0
25,91856,55021,0,0
28,56865,44297,1,1
24,16654,80202,1,0
30,17118,7640,0,0
30,71197,46541,1,0
38,34932,88992,0,0
26,84765,24144,0,0
39,69816,36236,0,0
30,74613,13092,0,0
25,45922,95630,0,0
38,2397,27146,1,0
21,44975,90257,1,0
36,82828,56517,0,0
34,37388,80282,0,0
34,76856,56065,1,0
23,57982,85850,1,1
34,60740,12211,0,0
23,74779,96677,1,1
27,64430,79140,1,1
38,6465,24479,1,0
40,36575,63151,1,0
21,19296,1506,1,0
26,20944,12672,0,0
36,16245,86546,1,0
29,5222,90488,0,0
22,63576,5224,1,0
32,79777,86315,1,0
22,99597,68530,0,0
31,61858,26502,1,0
30,14355,92411,1,0
27,34898,76532,1,0
35,14124,58809,0,0
20,91076,55637,0,0
21,33871,3911,0,0
29,17247,68374,0,0
31,17722,31005,0,0
26,16583,51570,1,0
22,65113,27913,1,0
26,3184,41275,0,0
24,19914,32432,1,0
27,48390,87455,1,0
21,94818,29910,1,0
29,54671,34421,0,0
32,98005,37365,0,0
29,81831,57446,1,1
35,8367,88184,1,0
24,25108,71836,0,0
36,73509,33687,1,0
20,59896,67150,0,0
25,37796,81110,1,0
35,58914,97580,0,0
35,29830,82405,0,0
21,81681,69439,1,1
33,98162,30358,1,0
33,22314,63264,1,0
20,56407,8007,0,0
24,84332,44359,1,1
22,65374,21835,0,0
39,47470,18664,0,0
24,70681,70760,0,0
31,36730,98810,1,0
30,68522,15909,0,0
30,26692,71521,1,0
31,54043,42005,0,0
36,47010,70989,1,0
40,62788,66300,0,0
20,33447,69131,0,0
40,31247,93834,0,0
30,29587,31946,1,0
36,32099,57300,0,0
28,29348,30509,0,0
33,72608,68348,0,0
27,60745,14642,1,0
38,36731,38031,1,0
29,88719,54411,0,0
28,14937,51082,0,0
31,85579,26481,0,0
31,20731,2657,1,0
30,86505,47660,0,0
25,51189,79834,0,0
35,69233,43979,0,0
40,58374,38443,1,0
34,60531,6292,0,0
27,88767,88411,1,1
20,2197,13487,0,0
33,54003,21303,1,0
38,17267,30540,0,0
24,96403,17179,0,0
23,80691,96708,0,0
39,28129,96869,0,0
31,66407,87523,0,0
30,18416,21141,1,0
29,32223,10197,0,0
32,10757,98398,0,0
31,13640,39129,1,0
25,25856,18595,0,0
26,56650,29350,1,0
35,19080,27459,0,0
32,69215,33543,0,0
25,1570,99511,1,0
40,30567,11878,0,0
29,55974,73801,0,0
38,98812,20436,0,0
21,61460,77633,1,1
26,50112,15625,0,0
40,49141,59623,1,0
24,58876,24761,1,0
32,6715,47129,1,0
40,42109,34780,1,0
39,71273,56332,0,0
24,95187,93524,1,1
33,22635,48400,0,0
22,15025,62621,1,0
40,34238,11056,0,0
27,33070,25744,1,0
31,86166,72126,0,0
21,64615,60810,1,1
28,53238,48495,1,1
28,28094,36087,1,0
38,20399,32547,1,0
39,32210,53981,0,0
38,9262,59114,1,0
26,34036,48816,1,0
30,70980,96857,1,0
36,1028,38300,0,0
33,43813,52879,0,0
23,91479,66376,0,0
30,41966,39850,1,0
22,12339,89333,0,0
28,11624,30000,1,0
27,57991,73078,1,1
25,16870,52940,1,0
27,40799,69286,1,0
21,75819,37806,0,0
35,59665,55963,1,0
26,32798,72140,0,0
35,97945,45502,1,0
35,77145,23023,1,0
20,25478,15661,0,0
25,99946,65965,0,0
26,15329,79487,0,0
39,12095,26737,1,0
22,39576,87561,1,0
32,96647,23639,0,0
24,3725,62203,1,0
25,54171,24498,0,0
25,54580,59639,0,0
38,55896,80117,0,0
36,88482,94599,1,0
32,96016,86078,1,0
32,28330,6889,1,0
29,89039,61611,0,0
20,14843,10769,0,0
28,76915,69415,0,0
37,24005,18618,0,0
23,1506,40260,0,0
38,87978,66734,0,0
36,29729,36649,0,0
24,97482,67263,0,0
21,55308,80163,1,1
35,37502,16745,1,0
27,96126,65396,0,0
33,2663,14248,0,0
35,11416,43825,0,0
37,77129,77340,1,0
36,21076,18217,1,0
22,46087,30372,0,0
28,29113,97243,0,0
39,90968,32486,0,0
39,36811,46477,1,0
23,52986,17076,0,0
39,73783,77232,1,0
40,53079,50969,0,0
26,27683,18649,0,0
25,82612,25642,1,0
37,17161,23069,1,0
36,28980,83353,0,0
27,64440,48541,0,0
34,37755,8674,1,0
30,41708,44192,0,0
21,96540,15859,0,0
23,2063,36380,1,0
31,91075,6613,0,0
36,99396,88167,0,0
21,32430,15263,0,0
33,17012,43743,0,0
40,97847,8396,1,0
31,12076,75087,0,0
28,31343,71028,0,0
23,56436,97741,0,0
21,33603,99775,0,0
33,73899,7095,0,0
23,40864,52943,0,0
27,47357,10994,1,0
38,48889,26337,0,0
30,73594,98383,0,0
24,29395,97651,0,0
22,75674,60172,1,1
29,91236,76938,0,0
33,22751,69708,1,0
27,61101,54008,0,0
25,87233,7176,0,0
34,91751,36194,1,0
22,2132,48564,1,0
28,16584,87341,0,0
22,54506,14921,0,0
39,34808,16095,1,0
23,85279,63282,1,1
35,87456,70382,1,0
28,18431,26860,0,0
28,54884,4151,1,0
40,81345,5160,0,0
31,54991,59555,1,0
31,18192,10534,0,0
36,15409,32594,1,0
38,18665,31059,0,0
24,30024,69713,1,0
23,70923,45476,1,1
29,26868,18518,1,0
35,18083,80084,0,0
22,48933,44449,0,0
21,70641,61006,0,0
25,31331,94543,0,0
23,20099,10769,1,0
28,6790,24646,1,0
37,37781,64682,0,0
23,48310,22153,0,0
31,25263,82855,1,0
38,52446,49201,1,0
33,35503,71675,1,0
30,95068,90104,0,0
31,14871,46678,1,0
32,36477,85225,1,0
21,83595,80096,1,1
21,71612,28537,0,0
34,12356,18151,1,0
39,38081,71861,1,0
27,56983,80858,0,0
23,33261,44397,1,0
21,8500,11832,1,0
33,65518,52315,0,0
24,41963,47124,1,0
36,18068,73050,1,0
39,63660,56924,1,0
38,9132,88917,1,0
27,81487,81924,1,1
26,29500,37909,1,0
20,66460,59906,1,1
24,39948,63331,0,0
21,76515,70343,0,0
24,92131,8955,0,0
30,15044,35336,0,0
26,16375,79519,1,0
24,50792,32596,1,0
36,16265,18977,1,0
36,9245,11333,1,0
26,39196,28575,0,0
40,58365,95362,0,0
33,10504,62808,0,0
35,80327,11736,0,0
28,43527,20090,0,0
36,5395,59580,0,0
20,97157,33081,0,0
37,68926,42504,1,0
25,85585,25989,1,0
27,49349,21119,0,0
26,37775,21877,0,0
40,52840,50720,1,0
39,70164,43334,0,0
20,64330,2912,1,0
22,65397,25354,0,0
24,75468,55025,0,0
34,92411,50278,0,0
31,47591,32453,0,0
37,3557,48941,0,0
37,17194,82430,1,0
27,73160,98693,1,1
25,34711,42424,1,0
23,74593,83810,0,0
24,5084,7292,1,0
39,14935,90504,0,0
27,67802,59396,1,1
32,9362,98347,1,0
30,98790,97016,1,0
33,61296,15457,0,0
29,26325,33540,1,0
36,51199,28210,0,0
35,99286,92024,0,0
38,23826,34655,0,0
31,69676,14671,1,0
32,71314,95008,0,0
34,35952,10696,0,0
33,72852,58271,0,0
23,88468,20225,0,0
31,33240,91768,1,0
27,50024,77771,0,0
38,13164,8624,0,0
39,64803,19627,1,0
31,99863,92265,1,0
22,61433,51562,0,0
27,56942,70481,1,1
33,59583,23081,1,0
36,98202,57829,1,0
32,21374,61214,0,0
35,75610,23310,0,0
23,16798,97321,0,0
21,15879,41942,0,0
22,36902,8414,0,0
32,98055,41452,1,0
30,4529,69359,1,0
37,64916,14997,0,0
20,5613,34272,1,0
36,93015,98378,0,0
35,40756,59510,0,0
29,96687,79741,1,1
36,80105,15394,0,0
33,75512,43532,1,0
21,83418,22186,0,0
35,66596,41950,1,0
22,40722,27263,0,0
21,96359,27688,1,0
39,94650,10955,1,0
34,38016,93822,1,0
25,26992,92513,1,0
27,22463,19884,1,0
28,5811,17034,0,0
25,5448,28913,1,0
25,99730,45882,0,0
27,22299,97247,1,0
25,52546,17719,1,0
24,99253,75994,0,0
27,90491,96058,1,1
24,41987,20459,1,0
33,51750,86598,0,0
28,46517,22553,0,0
23,22011,23874,1,0
22,55789,13372,1,0
23,70677,16594,0,0
29,54182,53252,0,0
32,93317,34189,0,0
40,7255,94440,1,0
30,44922,50210,1,0
27,11007,10345,0,0
36,44908,18339,0,0
22,40100,5989,0,0
24,89395,21779,0,0
38,8854,17071,1,0
36,17816,12213,0,0
30,45883,35726,0,0
31,79411,8615,0,0
30,26192,51820,0,0
34,77589,10622,0,0
20,21991,26366,0,0
29,59383,40462,1,1
37,17174,5046,0,0
23,20145,4027,1,0
40,63981,47915,0,0
38,21937,74660,0,0
21,56785,23824,1,0
32,71771,22844,1,0
30,86957,16254,0,0
20,57900,63606,1,1
30,15700,24484,1,0
27,29106,37500,0,0
27,13619,87949,1,0
22,61659,76657,1,1
22,1965,48066,0,0
38,89973,84030,1,0
35,68193,14848,1,0
20,39554,20630,0,0
23,51918,61610,0,0
29,11444,24884,0,0
40,14801,62596,0,0
20,92039,2685,0,0
31,1982,14753,0,0
22,32842,9618,0,0
38,25090,30909,0,0
32,33582,6570,1,0
35,44106,91930,1,0
32,88940,3632,0,0
40,5689,65661,1,0
39,48762,75638,1,0
23,81236,81291,1,1
34,32343,29193,0,0
30,19090,52600,0,0
23,8899,29469,1,0
25,42635,26483,1,0
39,37824,35542,1,0
37,41344,86410,1,0
22,57632,61017,1,1
34,33500,38731,0,0
38,67719,95508,1,0
30,16272,19768,0,0
23,5155,31437,1,0
31,98366,42755,0,0
40,14509,68571,1,0
25,67288,62801,0,0
25,6852,35610,1,0
20,47317,94874,1,0
27,71782,92902,1,1
20,63106,5919,1,0
38,92970,24791,1,0
23,87145,46179,0,0
36,48675,89759,1,0
24,94044,80838,0,0
25,82251,58218,0,0
37,79227,91340,1,0
37,16874,76728,0,0
35,96525,39642,0,0
34,87797,92031,1,0
20,79858,29644,1,0
24,1612,92480,1,0
22,17858,19126,0,0
34,63009,88003,1,0
24,39770,85028,0,0
31,88356,57806,1,0
25,32621,5282,0,0
32,70586,59334,0,0
24,9825,14790,1,0
30,66516,74569,0,0
35,49018,90449,0,0
28,71606,91982,1,1
30,15770,81924,1,0
30,50612,90320,1,0
39,81473,74199,0,0
31,33004,21558,0,0
24,79566,3784,1,0
38,28440,84778,0,0
23,52108,41346,0,0
24,7662,80106,1,0
36,67349,49601,1,0
23,41598,35046,1,0
25,62894,47664,1,1
22,74366,91124,0,0
20,81232,96763,0,0
40,83860,38522,1,0
37,24197,37991,1,0
28,82831,81955,1,1
30,46992,36571,1,0
28,53938,82303,1,1
29,3860,8631,1,0
30,90724,74236,1,0
28,38107,95051,0,0
35,19798,34494,0,0
35,43881,12781,0,0
40,73873,8701,0,0
33,58667,5939,0,0
29,27633,28647,1,0
32,28608,40216,0,0
22,95809,4227,0,0
26,74449,7379,1,0
22,59086,72450,1,1
33,76318,17603,0,0
37,74831,72370,1,0
28,43377,56052,1,0
30,90188,17458,0,0
37,67760,68860,0,0
40,82964,94253,0,0
34,56187,26558,1,0
33,11370,92037,0,0
33,59709,5237,0,0
36,98418,15514,1,0
26,37437,54858,1,0
28,49347,87352,0,0
24,79931,32776,1,0
33,99808,7068,0,0
26,3186,27780,1,0
27,50905,68058,0,0
38,92276,21676,0,0
32,71638,57756,0,0
21,33957,34386,1,0
40,95261,34326,0,0
33,26995,85711,0,0
36,77665,11032,0,0
30,62437,9483,1,0
22,94673,21370,1,0
30,45042,82920,0,0
20,60652,42298,0,0
33,54790,87112,1,0
37,40024,60087,0,0
39,44051,73659,1,0
32,4527,58851,0,0
33,49341,99568,1,0
24,61242,78410,0,0
28,60828,63516,1,1
24,34348,90465,0,0
31,77708,83744,1,0
22,60403,55213,1,1
36,24780,65589,0,0
33,64012,94578,1,0
20,95909,18729,1,0
36,46128,92816,0,0
38,39786,54117,0,0
26,28951,11501,0,0
29,73566,1779,1,0
33,6722,21888,1,0
30,83988,97282,1,0
22,39933,4226,0,0
39,41837,93011,1,0
33,52751,55494,0,0
35,76729,29543,1,0
40,10951,62833,1,0
35,86574,16712,1,0
39,95825,12118,0,0
32,33324,90037,1,0
28,95118,60768,1,1
25,11678,39688,1,0
33,11640,92268,0,0
30,35949,41790,0,0
38,82648,97729,1,0
28,26815,81152,1,0
33,37307,67422,0,0
28,8718,78978,0,0
32,88604,59469,1,0
24,33953,64640,0,0
28,15281,89073,1,0
32,59455,61383,1,0
32,92298,73917,0,0
24,39758,12827,0,0
29,21951,7411,0,0
25,93948,93307,0,0
28,2779,74114,1,0
33,86045,31925,1,0
26,6606,10034,0,0
29,77836,64623,0,0
21,10135,97029,0,0
21,63642,17018,1,0
31,75676,71806,1,0
35,3220,65330,1,0
21,31670,81804,0,0
38,90395,73000,1,0
21,93504,88319,1,1
28,70120,68542,0,0
40,52219,57353,1,0
40,3135,55274,1,0
37,82584,82649,1,0
22,43301,36206,0,0
39,46789,38479,0,0
38,71095,79713,0,0
23,30907,18230,1,0
30,86299,58865,1,0
27,9749,65457,0,0
29,50501,20240,1,0
34,90613,71618,1,0
29,88908,94777,0,0
21,43580,25512,0,0
25,62188,87848,1,1
33,5639,86092,1,0
36,43161,44183,0,0
23,82580,95705,0,0
27,18034,2076,1,0
39,58852,83136,0,0
35,91671,54921,1,0
37,18633,24854,1,0
31,65066,52384,0,0
23,36956,33511,1,0
21,31813,13398,0,0
21,70717,94720,0,0
31,44568,39978,1,0
22,62727,32831,0,0
26,96348,78361,1,1
26,43561,92033,0,0
27,94826,3349,0,0
40,17272,75086,0,0
35,45849,15726,1,0
28,83358,40877,1,1
22,65202,63284,1,1
23,76156,29086,0,0
24,19602,30162,0,0
24,70214,92782,1,1
39,15231,7962,1,0
26,57400,68975,1,1
31,50421,42148,0,0
27,81613,55107,1,1
27,38350,26300,0,0
31,59114,69697,1,0
24,40402,46026,1,0
21,99483,32596,0,0
40,46233,95868,0,0
20,72688,27591,0,0
20,5252,14632,1,0
32,46389,29951,1,0
31,22873,36991,1,0
33,35406,25292,0,0
39,61207,38373,1,0
25,71979,37210,1,0
32,2064,82857,0,0
36,1258,10158,0,0
34,96362,6625,0,0
35,98400,82258,0,0
22,59809,60865,1,1
27,56073,47480,1,1
32,33123,81215,1,0
23,90621,67908,0,0
30,32094,88109,0,0
22,80064,89759,0,0
27,19009,35757,0,0
33,46730,20525,0,0
23,16700,33366,1,0
24,15828,44538,0,0
28,64256,63540,0,0
23,97540,20969,1,0
31,49530,88777,1,0
36,76774,43797,0,0
20,30161,17862,0,0
31,98672,80511,0,0
35,49403,62262,1,0
30,73429,13928,1,0
29,71658,4171,1,0
21,81899,98394,0,0
24,32034,13381,1,0
39,90877,75946,0,0
36,68113,51693,1,0
34,51373,78491,0,0
29,21708,69634,0,0
22,67868,11461,0,0
40,65067,85670,0,0
35,23134,52315,1,0
40,20961,75273,0,0
31,87538,78478,0,0
37,48678,37791,0,0
24,79022,18369,0,0
22,32457,90771,1,0
31,82691,99330,1,0
37,62897,38246,0,0
36,90657,98319,0,0
27,18966,39227,0,0
29,19088,60091,0,0
36,36001,30774,1,0
23,12323,59017,1,0
36,12121,2769,0,0
28,64112,56248,0,0
25,11385,32199,0,0
40,52094,14460,1,0
32,23338,74402,0,0
28,52553,36708,0,0
21,17696,59855,0,0
25,96820,52875,1,1
37,9133,70484,0,0
28,37884,99635,0,0
35,10552,82221,1,0
30,18638,99435,1,0
31,1361,49290,1,0
35,70654,18380,1,0
32,61832,53285,1,0
20,51774,47200,1,1
20,1800,94171,0,0
24,40859,70675,0,0
37,27160,59335,0,0
20,88218,18396,0,0
37,5459,19040,1,0
23,4702,76293,0,0
27,81506,23136,0,0
22,56211,55261,1,1
36,14407,88902,0,0
38,19061,23799,1,0
20,54437,45257,0,0
27,23499,94992,1,0
33,42137,84014,1,0
31,90141,82116,1,0
21,65230,9166,0,0
36,28838,20830,0,0
22,23304,93535,0,0
40,51240,93374,1,0
30,37045,5811,1,0
40,91247,66737,0,0
35,15601,97166,1,0
34,75630,88636,0,0
22,20031,94195,0,0
28,95250,2105,0,0
20,2168,83958,0,0
33,49352,31621,0,0
24,97013,84581,1,1
38,66275,54279,0,0
39,96389,8583,1,0
33,73474,95175,1,0
35,58985,6535,0,0
39,51240,41852,1,0
20,68354,69094,1,1
40,26646,55769,0,0
39,13204,3405,1,0
27,60518,55219,1,1
31,75449,35173,0,0
26,54674,45091,0,0
38,26928,53050,0,0
20,94738,55832,0,0
28,55158,70707,0,0
35,82235,55077,0,0
25,78530,98443,1,1
20,26157,33162,1,0
26,49744,11428,0,0
25,77180,18682,1,0
34,26182,52847,0,0
33,80260,62451,1,0
29,87265,38294,0,0
29,15268,81682,0,0
32,91282,69810,1,0
22,85071,44268,1,1
22,67947,83298,0,0
30,22766,74431,0,0
21,79130,33970,1,0
33,47159,95771,0,0
37,44869,74716,1,0
35,84854,9503,1,0
30,99653,41624,0,0
27,86221,87720,1,1
38,74777,32438,0,0
39,61970,38669,1,0
21,16501,60407,1,0
20,37070,28630,0,0
39,60198,35248,0,0
31,55686,42462,1,0
21,72824,86639,1,1
24,75650,65830,0,0
34,2815,91814,1,0
37,58476,40809,1,0
31,21889,86104,1,0
21,57803,34761,0,0
37,28609,78221,0,0
20,78636,4808,1,0
39,88575,11287,1,0
28,30863,64635,0,0
38,85280,77019,1,0
34,22442,99948,1,0
20,34111,99753,0,0
39,8975,27875,1,0
36,29454,32902,0,0
25,53256,57021,1,1
31,84970,17154,1,0
34,32657,84622,0,0
29,21890,87427,0,0
35,24877,78436,1,0
35,1661,78514,1,0
26,18449,77327,0,0
32,60127,22796,0,0
32,69926,44730,1,0
31,74242,14079,0,0
33,85659,51633,1,0
29,34544,30039,1,0
28,38488,18688,1,0
33,3576,23108,0,0
35,53297,66199,1,0
35,38078,77286,1,0
39,43355,22225,1,0
31,53930,10743,1,0
33,30796,31507,0,0
24,17974,83362,0,0
21,36459,77416,1,0
34,52016,62503,1,0
34,47466,89975,1,0
24,24250,79867,1,0
25,38720,96536,1,0
20,16565,99304,0,0
