AOD,narration,cummulative_credit_amount,Output
88,0,365285,0
90,1,684738,0
98,0,242048,0
99,1,890796,0
94,0,21314,0
84,0,38365,0
100,0,935407,0
86,0,23105,0
87,0,803736,0
90,1,267612,0
81,1,867477,1
91,1,293924,0
99,0,732434,0
91,0,998782,0
85,1,424643,0
89,1,100686,0
82,0,898396,0
94,0,338426,0
100,0,404286,0
89,1,292651,0
81,1,56946,0
93,1,377032,0
99,0,403031,0
91,1,371846,0
80,0,595378,0
81,0,766580,0
91,0,16184,0
99,0,798529,0
96,1,113946,0
80,1,215958,0
98,1,927047,0
97,0,202398,0
88,0,113573,0
89,1,144485,0
85,1,799167,1
93,0,838611,0
96,0,788146,0
96,0,55408,0
95,1,155579,0
100,0,447675,0
81,0,812998,0
98,0,777902,0
88,0,264902,0
96,0,133673,0
80,0,396151,0
84,1,526319,1
80,0,196208,0
90,0,21847,0
92,0,736066,0
92,1,591734,0
97,0,984179,0
100,1,974559,0
99,0,466722,0
96,0,857004,0
99,0,991168,0
97,1,725476,0
89,1,478231,0
82,1,326153,0
100,1,24950,0
82,0,578787,0
89,0,821984,0
90,0,957212,0
89,1,126520,0
91,1,493870,0
99,0,657864,0
89,0,50199,0
81,1,441380,0
81,1,441744,0
100,0,292025,0
85,1,868389,1
80,1,505797,1
98,0,804503,0
90,0,462461,0
93,0,974797,0
92,1,721006,0
95,1,43805,0
84,1,958781,1
91,0,975515,0
86,1,495128,0
96,1,778593,0
93,1,120037,0
80,1,466882,0
87,1,84816,0
100,0,56856,0
88,0,379161,0
82,0,256913,0
96,0,651010,0
89,1,512911,1
93,1,858299,0
100,0,586119,0
82,1,523514,1
80,0,692368,0
86,0,565971,0
85,0,519928,0
80,0,837176,0
92,0,601818,0
83,1,523542,1
81,0,701553,0
96,1,762786,0
89,1,955185,1
84,0,196500,0
98,1,388944,0
80,1,356642,0
83,0,954986,0
98,0,629513,0
85,1,114781,0
90,1,367809,0
87,1,226092,0
96,1,657360,0
84,1,471618,0
91,1,179028,0
89,1,531077,1
87,0,731960,0
98,1,259654,0
100,0,824325,0
97,0,364083,0
94,0,40297,0
94,0,773346,0
93,0,70423,0
97,1,716963,0
90,1,404273,0
92,0,817390,0
96,1,480976,0
94,1,934112,0
89,0,35107,0
83,1,214967,0
85,1,457342,0
85,1,127792,0
95,0,708238,0
98,0,504833,0
84,1,897420,1
81,1,4336,0
91,0,172583,0
89,1,675607,1
87,1,458956,0
97,1,975488,0
97,1,219155,0
99,1,278719,0
93,1,345074,0
90,1,30867,0
92,0,224484,0
80,1,597597,1
83,1,830723,1
87,0,598504,0
81,0,252700,0
85,0,345709,0
85,0,432307,0
90,0,6060,0
100,1,211468,0
100,1,593338,0
82,0,38292,0
92,0,344725,0
96,0,313533,0
98,1,197377,0
99,1,527532,0
98,0,827572,0
86,0,856018,0
84,1,909089,1
98,1,232680,0
97,1,248108,0
85,1,270760,0
92,0,496719,0
91,0,348476,0
96,1,134803,0
100,1,862003,0
82,0,961722,0
85,1,77594,0
87,0,722682,0
98,1,954025,0
93,1,506790,0
89,1,949765,1
92,1,802821,0
87,1,263582,0
96,1,455054,0
83,1,316995,0
92,0,352380,0
87,0,28115,0
87,1,22067,0
82,0,839605,0
84,0,356707,0
91,0,828102,0
81,0,813367,0
89,1,812073,1
94,0,437431,0
83,0,67698,0
84,0,323670,0
100,0,462928,0
91,0,952823,0
92,0,814527,0
81,1,404527,0
81,1,538721,1
90,1,679228,0
82,1,229370,0
80,1,895672,1
100,1,935221,0
88,0,193833,0
86,0,609823,0
82,1,706528,1
92,1,957705,0
91,1,885831,0
95,1,444567,0
81,0,236334,0
93,1,922001,0
96,0,47184,0
94,0,400743,0
86,0,716471,0
91,1,731031,0
87,1,177827,0
80,0,601078,0
99,0,641709,0
85,1,243935,0
84,1,371577,0
96,1,691507,0
92,1,685165,0
85,0,50495,0
87,0,20463,0
100,1,698332,0
88,1,274304,0
89,1,653253,1
80,0,967692,0
96,0,399364,0
83,1,615342,1
87,0,22441,0
90,1,286073,0
83,1,302835,0
92,0,366786,0
97,0,558254,0
95,1,285328,0
85,1,119424,0
89,0,531571,0
83,1,406215,0
91,1,197401,0
92,1,690500,0
94,0,497332,0
86,0,888440,0
90,1,303597,0
91,1,383348,0
89,0,640147,0
88,1,256893,0
98,1,449525,0
98,0,28501,0
84,1,620154,1
100,0,910856,0
99,1,840934,0
91,0,134093,0
91,0,679876,0
96,0,603953,0
89,0,902555,0
98,1,680501,0
95,0,33096,0
91,0,169833,0
89,1,804704,1
94,0,985550,0
94,0,134401,0
83,0,568949,0
99,1,294723,0
95,0,422730,0
80,0,97361,0
81,0,819143,0
88,0,155051,0
89,0,731533,0
86,0,73822,0
81,1,151517,0
89,0,638453,0
80,0,334438,0
81,1,811955,1
90,1,61275,0
81,0,776857,0
90,0,17123,0
98,1,665488,0
96,1,416862,0
100,1,878451,0
82,0,822578,0
96,0,755149,0
81,0,664680,0
100,1,739350,0
81,0,333389,0
95,1,53173,0
96,1,404981,0
94,0,760186,0
88,0,818466,0
86,0,611208,0
96,1,418033,0
100,1,148184,0
93,0,956661,0
91,0,710712,0
84,1,224093,0
95,1,822833,0
84,1,558266,1
80,1,553583,1
84,0,199046,0
86,0,309971,0
80,1,122660,0
93,0,174509,0
89,0,326212,0
94,1,185766,0
84,0,752902,0
86,0,406127,0
80,1,755851,1
89,0,556207,0
86,0,19390,0
86,1,370244,0
100,0,275271,0
80,0,567475,0
92,0,594463,0
86,1,289587,0
84,1,943069,1
86,0,594795,0
87,0,299359,0
98,0,849218,0
89,0,406379,0
86,0,679933,0
94,0,734056,0
82,1,471606,0
87,0,341039,0
81,1,112165,0
88,1,414094,0
94,1,132972,0
100,1,145036,0
94,1,654099,0
93,1,364270,0
91,1,1491,0
83,0,691840,0
92,0,853145,0
97,1,126295,0
81,1,200189,0
84,1,365975,0
83,0,678302,0
82,0,903945,0
93,0,329743,0
93,0,872112,0
95,1,85633,0
98,0,787720,0
87,0,434023,0
93,0,919014,0
93,1,694712,0
85,0,16516,0
94,0,865113,0
96,0,671261,0
95,0,574809,0
92,1,596992,0
88,0,894085,0
100,1,891065,0
99,1,432523,0
89,0,965848,0
93,1,578209,0
94,0,946570,0
92,1,262708,0
84,1,688387,1
98,0,842746,0
93,0,485891,0
95,1,794064,0
87,1,263018,0
98,0,315048,0
97,0,755492,0
91,0,174985,0
93,0,829559,0
81,0,641219,0
87,1,405998,0
81,1,650074,1
92,1,900476,0
91,1,472953,0
99,1,364469,0
100,0,17339,0
99,1,427454,0
83,0,805793,0
96,0,928362,0
81,0,783936,0
93,0,202455,0
91,1,564324,0
98,1,249398,0
87,0,603553,0
87,1,52864,0
91,0,162211,0
90,1,854871,0
81,1,546089,1
86,0,720022,0
81,1,644054,1
80,1,23387,0
97,1,864176,0
88,0,196205,0
99,1,309745,0
100,1,440492,0
85,0,587427,0
81,1,665764,1
92,0,870761,0
90,0,985400,0
85,0,642194,0
99,0,258959,0
80,1,756487,1
99,1,524106,0
86,0,679902,0
82,0,321989,0
85,0,433984,0
87,1,796819,1
84,1,212283,0
90,0,588402,0
80,1,156833,0
97,0,842394,0
80,1,103403,0
97,0,107228,0
93,1,772490,0
95,0,357573,0
92,0,871904,0
81,1,123672,0
91,1,652407,0
82,1,39643,0
97,1,698571,0
90,0,716761,0
91,1,885391,0
92,0,514454,0
94,0,444807,0
83,1,266292,0
80,1,210876,0
91,1,434393,0
91,1,962925,0
99,1,437721,0
88,0,853107,0
90,0,246018,0
91,1,507909,0
85,0,277837,0
94,1,136074,0
92,1,232940,0
91,0,775241,0
89,0,569970,0
92,0,912166,0
99,1,762097,0
84,1,753474,1
85,0,429396,0
87,0,643144,0
98,0,483038,0
81,1,898264,1
88,0,157027,0
100,1,451100,0
94,1,578903,0
83,0,32348,0
93,1,92777,0
83,1,636556,1
94,1,1919,0
88,0,805199,0
88,0,711753,0
90,1,684819,0
82,1,872266,1
99,1,339522,0
92,0,434424,0
100,0,138531,0
89,1,814097,1
90,0,140833,0
93,1,347669,0
88,1,542183,1
94,1,306154,0
91,1,187514,0
82,0,133231,0
92,0,704406,0
95,1,357768,0
81,1,891937,1
82,1,540428,1
85,1,547146,1
84,1,722359,1
83,0,179885,0
94,1,251522,0
100,1,461653,0
94,1,980120,0
88,0,582214,0
91,0,728828,0
91,0,497754,0
83,0,593244,0
97,0,792560,0
85,1,638824,1
94,1,74281,0
90,0,522231,0
80,0,388631,0
93,1,722050,0
92,0,108629,0
95,0,649192,0
81,1,262953,0
80,0,714494,0
94,1,915021,0
89,1,659766,1
85,1,98244,0
93,0,526864,0
87,0,103395,0
86,1,462847,0
95,1,285357,0
83,0,105007,0
81,1,221656,0
95,1,421346,0
83,1,602257,1
82,1,618379,1
83,1,761265,1
100,0,310950,0
82,0,25801,0
88,0,199650,0
94,1,57487,0
96,1,970189,0
99,1,698817,0
99,1,86478,0
85,1,995491,1
93,1,192201,0
96,1,657102,0
89,1,671339,1
82,0,70199,0
100,1,507056,0
85,0,31516,0
80,0,527585,0
100,0,390151,0
81,0,644545,0
80,1,124845,0
84,1,250617,0
86,0,856997,0
83,0,965612,0
97,0,954254,0
96,0,613768,0
100,0,850613,0
89,1,669529,1
86,0,683254,0
84,1,499604,0
85,1,583728,1
88,0,280366,0
81,1,680550,1
91,0,867740,0
89,0,667161,0
90,1,531057,0
80,1,745469,1
94,1,109178,0
99,0,649853,0
93,1,843466,0
87,0,189410,0
85,1,443003,0
83,1,415272,0
85,1,141754,0
84,0,423608,0
92,0,665994,0
85,0,500535,0
97,1,367131,0
90,0,328948,0
100,1,948442,0
82,1,492855,0
97,0,39400,0
84,1,95174,0
91,0,294906,0
95,0,637204,0
84,0,617308,0
96,1,434206,0
80,0,931752,0
88,1,762647,1
100,1,796622,0
99,0,363240,0
81,0,85950,0
80,1,463097,0
82,1,935205,1
91,1,265575,0
83,0,7424,0
92,0,584308,0
97,1,43741,0
82,1,5367,0
81,0,355129,0
99,0,862531,0
89,0,21868,0
86,1,515194,1
81,0,126251,0
100,1,353696,0
100,0,882089,0
83,1,614951,1
93,0,372354,0
91,0,227435,0
81,1,818820,1
95,1,463982,0
95,1,542073,0
87,1,394528,0
91,0,38861,0
95,0,254229,0
88,1,264678,0
97,1,716391,0
95,1,767713,0
94,0,677675,0
98,1,360828,0
82,1,946513,1
82,0,133576,0
82,0,37612,0
95,0,587365,0
95,0,825319,0
96,0,74198,0
98,0,957043,0
85,1,882077,1
93,1,768697,0
97,1,568349,0
82,1,882515,1
84,1,363535,0
100,0,380476,0
81,0,527351,0
91,1,849824,0
85,1,845493,1
99,0,156892,0
82,0,730122,0
85,0,826665,0
89,1,294765,0
98,1,309012,0
93,0,372511,0
85,0,949343,0
87,1,447752,0
96,1,541448,0
84,0,58439,0
86,1,326095,0
92,0,169108,0
82,0,327412,0
82,1,287555,0
82,1,546591,1
100,1,661427,0
88,1,342847,0
80,0,813792,0
82,0,809985,0
90,1,854492,0
86,1,61900,0
88,1,727817,1
96,0,875142,0
93,1,403763,0
87,1,700902,1
86,0,772188,0
80,0,420118,0
92,1,268155,0
97,1,852971,0
94,0,722346,0
97,1,409992,0
82,0,407838,0
95,1,273237,0
95,1,289824,0
90,0,108862,0
91,0,323694,0
97,0,991459,0
90,0,968738,0
99,0,203476,0
84,0,452556,0
90,0,364397,0
83,1,41380,0
83,1,654388,1
94,0,67187,0
93,0,466318,0
90,0,352235,0
97,1,408987,0
90,1,165979,0
80,1,119095,0
81,0,764092,0
82,0,443004,0
87,0,163741,0
84,1,465391,0
85,0,50426,0
94,0,106657,0
92,0,730266,0
84,1,461466,0
88,0,380,0
84,0,258907,0
89,0,249442,0
82,0,586954,0
100,0,857432,0
92,0,913996,0
87,0,243037,0
81,1,711516,1
91,1,108693,0
82,1,147814,0
83,0,693515,0
83,1,195077,0
91,0,364060,0
84,1,432356,0
96,1,71574,0
89,1,754524,1
80,1,258760,0
100,1,934997,0
83,1,412057,0
87,1,620419,1
88,0,42765,0
88,0,308521,0
92,1,159843,0
88,1,640996,1
95,0,414733,0
86,0,691167,0
80,1,393601,0
82,0,305773,0
99,0,886763,0
90,1,651033,0
82,1,540269,1
87,1,348565,0
83,1,847922,1
87,1,610455,1
82,0,955077,0
94,1,488443,0
87,0,65924,0
81,1,224246,0
98,1,778496,0
86,0,932892,0
81,0,10003,0
85,0,590072,0
98,0,674165,0
84,1,171718,0
88,0,783133,0
81,1,550407,1
95,1,406723,0
94,0,421369,0
81,0,660260,0
93,1,614731,0
91,0,642435,0
87,0,223662,0
80,1,417371,0
87,0,869505,0
85,0,128182,0
85,0,527133,0
83,1,338774,0
96,0,964483,0
92,0,844398,0
80,1,969342,1
98,1,975025,0
80,1,613093,1
87,0,435132,0
92,0,622635,0
98,1,75210,0
86,1,239508,0
91,0,660731,0
100,1,954238,0
89,1,293753,0
88,0,476250,0
80,0,594991,0
89,0,803651,0
97,1,500195,0
88,1,678090,1
88,0,524461,0
91,1,221695,0
85,0,933289,0
99,1,546296,0
82,0,270866,0
99,1,788104,0
89,0,588590,0
94,0,522054,0
99,1,150121,0
99,1,430820,0
96,0,215974,0
99,1,94758,0
98,1,612099,0
92,0,417279,0
100,1,923740,0
85,1,21626,0
93,1,635928,0
85,1,755906,1
91,1,738832,0
100,0,905301,0
82,0,249986,0
82,1,644074,1
92,1,604127,0
85,0,976886,0
82,1,19705,0
92,1,505868,0
88,0,970002,0
96,1,92271,0
94,1,631554,0
90,0,480967,0
80,1,198001,0
82,1,87223,0
96,1,192787,0
86,0,477914,0
83,1,599077,1
99,1,479025,0
91,1,208877,0
88,1,311225,0
98,1,770712,0
97,0,376042,0
92,0,443707,0
94,1,705366,0
83,1,739408,1
100,0,66645,0
90,0,254844,0
81,0,302655,0
93,1,639778,0
81,0,634847,0
90,0,770631,0
84,1,734599,1
99,0,230313,0
86,0,913985,0
83,0,561303,0
87,1,333527,0
91,0,384753,0
95,0,164518,0
88,1,557622,1
94,1,615275,0
80,1,901668,1
98,1,403917,0
98,1,148456,0
89,1,413802,0
85,0,905812,0
97,1,969711,0
87,1,937965,1
86,0,391245,0
98,0,352505,0
85,1,445317,0
95,0,742576,0
93,1,208615,0
87,1,848178,1
89,1,305154,0
91,0,658590,0
84,1,526391,1
81,0,527137,0
84,0,431941,0
95,0,860273,0
90,1,661603,0
99,0,37894,0
92,0,716052,0
100,1,611797,0
85,0,179274,0
82,1,322762,0
96,0,758026,0
85,0,345191,0
94,0,679778,0
88,0,605230,0
91,1,709085,0
81,1,316668,0
95,1,842333,0
82,1,793580,1
89,0,132692,0
83,0,43991,0
80,0,628797,0
91,1,70298,0
85,0,44853,0
90,0,17348,0
96,1,702380,0
88,1,612586,1
94,1,510446,0
97,1,904631,0
86,1,433318,0
84,1,634482,1
98,1,749736,0
98,1,894213,0
81,0,322092,0
84,0,766296,0
97,0,368965,0
85,0,973289,0
80,0,495716,0
95,1,502863,0
96,0,161053,0
97,0,193640,0
93,0,38780,0
97,1,917969,0
90,1,201148,0
82,1,258599,0
92,0,503700,0
82,1,530358,1
84,1,568178,1
84,0,143362,0
93,0,780211,0
85,1,483838,0
94,0,234983,0
94,0,63515,0
80,0,162431,0
89,1,347358,0
91,1,938257,0
89,0,624570,0
97,0,277736,0
81,1,450813,0
86,0,944627,0
83,0,610612,0
87,0,607671,0
95,1,237442,0
92,0,838159,0
82,1,341262,0
100,0,510666,0
96,1,276301,0
97,0,5963,0
93,0,781272,0
81,1,922030,1
93,1,604787,0
90,0,692211,0
100,1,556551,0
94,0,693458,0
92,0,846155,0
80,0,491056,0
98,1,545211,0
90,0,862728,0
99,0,676303,0
94,0,783120,0
99,0,203435,0
90,0,628933,0
84,1,596173,1
81,1,8754,0
87,0,91883,0
92,0,753716,0
97,0,899948,0
99,1,873581,0
98,1,719491,0
94,0,595756,0
84,1,55948,0
96,1,823871,0
92,1,696219,0
81,0,473447,0
87,1,229856,0
92,1,138986,0
85,1,589152,1
91,0,553357,0
87,1,685136,1
87,1,980624,1
89,0,195163,0
87,0,395765,0
85,1,177561,0
89,0,393973,0
96,0,42507,0
94,0,963492,0
95,1,270476,0
87,1,117567,0
87,0,975988,0
84,1,72296,0
99,0,969306,0
99,1,847550,0
80,0,974717,0
94,0,254957,0
81,0,219428,0
97,0,135996,0
93,0,126054,0
97,0,298598,0
92,1,131265,0
100,1,979217,0
80,0,385170,0
83,0,576141,0
99,1,472023,0
83,0,417136,0
99,1,13972,0
99,1,786503,0
95,1,582539,0
91,1,600847,0
80,0,204459,0
92,1,115048,0
89,0,155155,0
91,0,611155,0
82,0,616835,0
88,1,927789,1
85,1,842035,1
82,1,589375,1
89,1,807541,1
92,0,249741,0
87,0,708788,0
83,1,605866,1
99,0,974196,0
99,1,614049,0
100,0,780550,0
82,0,88393,0
88,0,742791,0
90,1,578186,0
80,1,854239,1
85,1,567739,1
89,1,329001,0
85,0,862931,0
95,0,922713,0
88,0,123077,0
87,1,644652,1
88,0,480999,0
95,0,262485,0
82,0,179658,0
99,1,465872,0
99,1,100390,0
100,0,34091,0
82,1,888816,1
83,0,894677,0
93,0,730597,0
90,1,182209,0
96,0,381263,0
96,0,252160,0
87,1,738956,1
100,1,350162,0
94,1,85927,0
97,1,197366,0
94,1,729566,0
90,0,222246,0
82,0,848442,0
83,1,437993,0
80,0,532509,0
93,0,747488,0
82,1,99166,0
88,1,822816,1
86,1,903942,1
100,0,448318,0
91,0,232179,0
90,1,286601,0
98,1,29448,0
81,0,182934,0
92,0,786628,0
81,0,977511,0
80,1,90930,0
95,0,689378,0
80,0,479278,0
88,1,787402,1
84,0,544868,0
93,0,199224,0
80,1,370770,0
82,1,125917,0
99,0,993772,0
100,0,28793,0
85,1,564002,1
86,1,575438,1
92,1,245125,0
83,0,594923,0
97,0,4954,0
98,0,683176,0
97,0,17718,0
98,0,758293,0
93,0,476192,0
94,0,713571,0
94,0,851008,0
89,0,69478,0
93,1,211808,0
94,0,734758,0
90,0,862580,0
92,0,140221,0
87,1,705407,1
80,0,263704,0
92,0,459688,0
83,1,36561,0
83,0,645185,0
100,1,85628,0
82,1,756194,1
95,1,82172,0
85,1,15493,0
81,1,540865,1
92,1,255860,0
97,1,756689,0
90,0,469086,0
84,1,784834,1
92,1,320486,0
95,0,270996,0
99,1,788208,0
97,0,817227,0
96,1,940857,0
94,0,877695,0
85,0,812359,0
85,1,614857,1
95,1,332955,0
86,0,606167,0
100,0,139490,0
89,1,628382,1
96,0,209715,0
83,1,555814,1
98,0,574193,0
88,1,290222,0
82,1,315332,0
96,1,89972,0
80,0,679222,0
81,0,302401,0
88,1,838859,1
91,0,668198,0
98,1,453438,0
100,1,39519,0
96,0,855606,0
98,0,825891,0
98,0,434710,0
97,0,357187,0
98,1,352643,0
87,1,33325,0
94,0,639674,0
87,0,799282,0
81,1,400275,0
84,0,675372,0
89,1,637351,1
81,0,940421,0
84,1,130280,0
80,0,967950,0
80,1,820672,1
83,0,359047,0
95,1,347976,0
94,0,16804,0
95,0,593357,0
81,1,939073,1
88,0,744452,0
86,1,523403,1
98,1,612359,0
83,1,4016,0
83,1,180085,0
89,0,941247,0
81,1,700683,1
100,1,369113,0
100,0,792503,0
81,0,37685,0
89,0,641120,0
100,0,811126,0
87,1,202573,0
96,1,516179,0
84,0,322814,0
93,1,727202,0
88,0,98663,0
81,1,980658,1
94,0,936624,0
84,1,186879,0
98,0,535642,0
99,1,538689,0
81,0,692279,0
93,1,253851,0
84,0,499301,0
80,0,316740,0
80,1,854777,1
86,1,895058,1
99,1,851423,0
95,0,619972,0
88,1,198046,0
84,1,850993,1
95,1,305816,0
87,1,156323,0
82,1,219818,0
82,0,354601,0
90,1,718949,0
88,1,487128,0
81,1,556490,1
80,0,847433,0
82,1,814469,1
86,0,81601,0
92,1,799562,0
86,1,721013,1
90,0,287229,0
82,0,626878,0
88,1,291457,0
91,1,819067,0
97,0,886520,0
83,1,679059,1
86,1,294876,0
96,1,907731,0
90,1,478418,0
86,0,68633,0
81,0,98400,0
92,1,605133,0
88,1,367314,0
86,1,442572,0
89,1,35322,0
83,0,104434,0
89,1,313487,0
81,0,797744,0
92,1,233578,0
86,1,174676,0
94,1,943105,0
100,1,841698,0
83,1,238681,0
90,1,249283,0
91,0,849422,0
83,0,407689,0
82,0,909088,0
84,1,953675,1
94,1,877178,0
93,0,723130,0
95,0,731903,0
95,1,120614,0
87,0,865215,0
86,0,921066,0
84,1,216691,0
94,0,474133,0
89,0,81127,0
93,0,310714,0
83,0,815999,0
92,0,151440,0
100,1,342488,0
100,0,640909,0
83,0,396362,0
83,0,494706,0
91,1,585815,0
99,1,869381,0
86,0,329651,0
98,0,172273,0
87,0,503241,0
93,1,933130,0
80,0,77456,0
85,0,981710,0
84,0,524257,0
81,0,526910,0
98,0,474435,0
89,1,980982,1
86,0,146222,0
96,1,994404,0
99,0,394736,0
91,0,732982,0
83,0,740037,0
90,1,357316,0
83,1,770819,1
89,0,30787,0
99,1,438051,0
88,0,174887,0
100,0,868983,0
93,1,62258,0
85,0,751473,0
95,0,975268,0
90,0,967141,0
97,1,649945,0
87,1,856329,1
99,0,953913,0
98,0,321532,0
81,0,177421,0
81,0,567303,0
88,1,105794,0
86,1,82612,0
81,0,186468,0
81,0,524539,0
83,1,659358,1
90,0,13301,0
87,1,628035,1
97,1,467625,0
100,0,841999,0
83,1,196738,0
99,1,923121,0
97,1,844717,0
85,1,346273,0
99,0,612413,0
89,1,211111,0
82,0,390133,0
90,0,509825,0
94,0,837348,0
89,1,641439,1
88,0,740427,0
93,1,945279,0
85,0,623540,0
85,0,339039,0
91,0,618419,0
93,1,315032,0
87,1,983734,1
81,0,807221,0
96,1,188136,0
88,1,761274,1
93,0,95998,0
97,0,210490,0
81,1,984341,1
89,0,485927,0
85,1,51481,0
82,0,846778,0
84,0,981166,0
97,0,23586,0
88,0,847488,0
94,0,353706,0
99,0,215491,0
87,0,887143,0
87,0,519822,0
82,0,332600,0
99,1,143325,0
84,0,709814,0
94,1,33021,0
85,1,302809,0
89,1,791520,1
93,0,509845,0
96,1,898517,0
89,0,566157,0
86,0,414410,0
94,1,963227,0
83,0,432417,0
95,1,641426,0
91,1,961560,0
94,0,739712,0
84,1,988785,1
99,1,620451,0
88,0,260153,0
90,0,663026,0
89,1,853269,1
89,1,522035,1
96,1,866296,0
91,1,688460,0
100,0,898889,0
100,1,259522,0
94,1,882025,0
86,1,480886,0
81,1,823146,1
82,1,800297,1
93,0,307227,0
89,0,857870,0
95,0,606564,0
87,1,102271,0
96,1,772128,0
99,1,187900,0
81,0,193538,0
99,0,79919,0
94,1,649328,0
88,1,315985,0
85,1,440975,0
84,0,19447,0
80,0,823415,0
100,0,624358,0
95,0,138725,0
100,1,643101,0
83,0,849407,0
88,1,9535,0
94,0,283387,0
86,1,452018,0
92,0,163035,0
81,1,82535,0
80,0,511526,0
81,1,625110,1
99,0,548874,0
92,0,370098,0
91,0,859333,0
95,0,770033,0
98,1,48380,0
92,0,550749,0
100,1,308458,0
94,0,843877,0
96,1,806262,0
83,1,854174,1
93,1,684918,0
88,1,717885,1
88,1,579249,1
91,1,837234,0
88,1,805430,1
85,1,596848,1
99,0,172796,0
90,1,312137,0
82,1,294937,0
92,1,375512,0
88,0,394281,0
98,1,132436,0
85,1,105176,0
84,1,1970,0
96,0,230447,0
97,1,3344,0
96,0,334967,0
82,0,563352,0
94,1,855052,0
88,1,664026,1
87,1,247841,0
83,0,879834,0
100,0,573060,0
98,1,809318,0
88,1,101801,0
92,0,448212,0
99,0,587800,0
86,0,749962,0
84,1,108761,0
80,0,439224,0
94,1,211920,0
88,1,744213,1
81,0,49866,0
96,0,980645,0
100,1,664872,0
99,1,952200,0
91,0,88153,0
96,1,450075,0
100,0,468782,0
85,1,466732,0
80,0,911350,0
98,0,891794,0
92,0,924334,0
86,0,749901,0
97,1,638792,0
89,0,526831,0
90,1,10288,0
91,1,37733,0
95,0,251038,0
81,1,12053,0
84,1,355468,0
81,1,124618,0
99,0,168370,0
89,0,926138,0
86,0,601986,0
82,1,414632,0
93,0,763777,0
85,1,107512,0
80,0,2577,0
93,1,573313,0
90,1,687995,0
90,0,874334,0
94,1,32678,0
100,1,648481,0
80,0,224524,0
93,1,176312,0
84,0,378687,0
87,1,64140,0
98,0,245955,0
86,0,490618,0
88,1,547277,1
86,1,610504,1
91,0,464121,0
100,1,284224,0
97,0,725701,0
85,1,117063,0
86,1,762198,1
82,1,834745,1
83,1,191439,0
98,0,194249,0
87,1,211108,0
89,0,961101,0
86,0,486657,0
87,1,694915,1
81,0,420611,0
88,0,883846,0
89,0,618639,0
87,0,549039,0
90,1,998988,0
85,1,178943,0
100,1,894397,0
89,1,19980,0
84,0,564926,0
98,0,434720,0
95,0,730927,0
93,0,557033,0
99,1,593463,0
89,1,89668,0
82,0,556450,0
84,1,59566,0
89,0,554763,0
90,1,910647,0
97,0,52204,0
85,1,308887,0
98,0,818797,0
83,0,365903,0
88,0,208133,0
82,1,238974,0
97,1,832895,0
85,1,513767,1
83,1,683986,1
93,0,636779,0
89,1,285139,0
100,0,867583,0
88,1,404640,0
88,1,549804,1
87,0,849458,0
94,0,646962,0
96,1,505510,0
94,1,912138,0
91,0,96984,0
81,0,114817,0
96,0,755906,0
82,1,661249,1
88,0,82040,0
90,1,868294,0
85,0,189529,0
82,0,320204,0
86,1,892429,1
99,0,550946,0
86,0,148032,0
82,0,449697,0
82,0,604509,0
82,0,479964,0
94,1,907267,0
93,1,546847,0
99,0,459152,0
87,0,648480,0
82,0,352713,0
85,0,945076,0
99,0,320779,0
100,0,122990,0
98,0,539267,0
88,0,303727,0
80,1,172545,0
95,1,149143,0
91,0,464721,0
80,1,605619,1
81,0,742743,0
90,0,78398,0
94,1,530588,0
89,0,30386,0
93,0,562806,0
96,0,895504,0
88,1,824137,1
87,1,774699,1
87,1,389502,0
96,0,215865,0
80,0,701479,0
82,1,232208,0
87,0,232146,0
94,0,387643,0
83,1,656068,1
91,1,715224,0
90,1,512011,0
95,0,121319,0
82,0,133376,0
94,1,709675,0
99,1,211197,0
